price,area,bedrooms,address,address_clean,street,street_for_geo,location,latitude,longitude
8.69,33,3.0,"Phố Thái Thịnh,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Thịnh, Phường Đống Đa, Hà Nội",Phố Thái Thịnh,"Phố Thái Thịnh, Việt Nam","Phố Thái Thịnh, Thái Hà Ấp, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0080135,105.8204891
8.8,35,2.0,"Đường Văn Hương,
                                    Phường Đống Đa,
                                    Hà Nội","Đường Văn Hương, Phường Đống Đa, Hà Nội",Đường Văn Hương,"Đường Văn Hương, Việt Nam","Đường Vương Văn Huống, Khu phố 32, Phường An Lạc, Thủ Đức, Thành phố Hồ Chí Minh, 73118, Việt Nam",10.7454993,106.6191866
6.8,26,4.0,"Đường Quan Thổ 1,
                                    Phường Đống Đa,
                                    Hà Nội","Đường Quan Thổ 1, Phường Đống Đa, Hà Nội",Đường Quan Thổ 1,"Đường Quan Thổ 1, Việt Nam","Đường Long Biên – Xuân Quan, Ngọc Trì, Cự Linh, Phường Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.0107676,105.9044431
11.8,50,4.0,"Phố Thái Hà,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Hà, Phường Đống Đa, Hà Nội",Phố Thái Hà,"Phố Thái Hà, Việt Nam","Phố Thái Hà, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0130296,105.8198834
13.8,32,3.0,"Phố Thái Hà,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Hà, Phường Đống Đa, Hà Nội",Phố Thái Hà,"Phố Thái Hà, Việt Nam","Phố Thái Hà, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0130296,105.8198834
,320,15.0,"Đường Yên Lãng,
                                    Phường Láng,
                                    Hà Nội","Đường Yên Lãng, Phường Láng, Hà Nội",Đường Yên Lãng,"Đường Yên Lãng, Việt Nam","Đường Yên Lãng, Bắc Sơn, Xã Bắc Sơn, Tỉnh Lạng Sơn, Việt Nam",21.9039451,106.319809
10.8,120,3.0,"Đường Nguyễn Chí Thanh,
                                    Phường Láng,
                                    Hà Nội","Đường Nguyễn Chí Thanh, Phường Láng, Hà Nội",Đường Nguyễn Chí Thanh,"Đường Nguyễn Chí Thanh, Việt Nam","Đường Nguyễn Chí Thanh, Đông Thọ, Phường Hàm Rồng, Tỉnh Thanh Hóa, Việt Nam",19.8279264,105.7779134
16.5,37,3.0,"Phố Đặng Tiến Đông,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Đặng Tiến Đông, Phường Đống Đa, Hà Nội",Phố Đặng Tiến Đông,"Phố Đặng Tiến Đông, Việt Nam","Phố Đặng Tiến Đông, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0170313,105.8188368
,90,4.0,"Phố Khâm Thiên,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Khâm Thiên, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Khâm Thiên,"Phố Khâm Thiên, Việt Nam","Phố Khâm Thiên, Quan Thổ, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0191803,105.8356888
20.3,70,15.0,"Đường Lê Văn Lương,
                                    Phường Đống Đa,
                                    Hà Nội","Đường Lê Văn Lương, Phường Đống Đa, Hà Nội",Đường Lê Văn Lương,"Đường Lê Văn Lương, Việt Nam","Đường Lê Văn Lương, Cự Lộc, Kẻ Mọc (Nhân Mục), Phường Thanh Xuân, Thành phố Hà Nội, 11417, Việt Nam",21.0100453,105.8105522
64.8,80,4.0,"Đường Xã Đàn 2,
                                    Phường Đống Đa,
                                    Hà Nội","Đường Xã Đàn 2, Phường Đống Đa, Hà Nội",Đường Xã Đàn 2,"Đường Xã Đàn 2, Việt Nam","Agribank, Đường Trần Hưng Đạo, Tổ dân phố số 1, Phường Quế Võ, Tỉnh Bắc Ninh, Việt Nam",21.1529333,106.1511737
8.5,44,3.0,"Phố Khương Thượng,
                                    Phường Kim Liên,
                                    Hà Nội","Phố Khương Thượng, Phường Kim Liên, Hà Nội",Phố Khương Thượng,"Phố Khương Thượng, Việt Nam","Phố Khương Thượng, Khương Thượng, Phường Kim Liên, Thành phố Hà Nội, 11520, Việt Nam",21.0045638,105.8257682
24.3,60,14.0,"Phố Phương Mai,
                                    Phường Kim Liên,
                                    Hà Nội","Phố Phương Mai, Phường Kim Liên, Hà Nội",Phố Phương Mai,"Phố Phương Mai, Việt Nam","Phố Phương Mai, Phường Kim Liên, Thành phố Hà Nội, 11520, Việt Nam",21.004213,105.8400919
19.5,68,,"Phố Hoàng Cầu,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Hoàng Cầu, Phường Ô Chợ Dừa, Hà Nội",Phố Hoàng Cầu,"Phố Hoàng Cầu, Việt Nam","Phố Hoàng Cầu, Nam Đồng, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0207261,105.8257364
42.0,58,4.0,"Phố Đặng Tiến Đông,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Đặng Tiến Đông, Phường Đống Đa, Hà Nội",Phố Đặng Tiến Đông,"Phố Đặng Tiến Đông, Việt Nam","Phố Đặng Tiến Đông, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0170313,105.8188368
57.0,74,8.0,"Đường Đê La Thành,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Đường Đê La Thành, Phường Ô Chợ Dừa, Hà Nội",Đường Đê La Thành,"Đường Đê La Thành, Việt Nam","Đường Đê La Thành, Kim Liên, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0132247,105.8356425
40.0,65,4.0,"Phố Đặng Tiến Đông,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Đặng Tiến Đông, Phường Ô Chợ Dừa, Hà Nội",Phố Đặng Tiến Đông,"Phố Đặng Tiến Đông, Việt Nam","Phố Đặng Tiến Đông, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0170313,105.8188368
21.5,29,3.0,"Phố Nguyễn Văn Tuyết,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Nguyễn Văn Tuyết, Phường Đống Đa, Hà Nội",Phố Nguyễn Văn Tuyết,"Phố Nguyễn Văn Tuyết, Việt Nam","Phố Nguyễn Văn Tuyết, Thái Hà Ấp, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0114811,105.8184899
27.5,58,6.0,"Phố Kim Hoa,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Kim Hoa, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Kim Hoa,"Phố Kim Hoa, Việt Nam","Phố Kim Hoa, Kim Liên, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0110418,105.8377791
27.0,86,7.0,"Phố Kim Hoa,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Kim Hoa, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Kim Hoa,"Phố Kim Hoa, Việt Nam","Phố Kim Hoa, Kim Liên, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0110418,105.8377791
30.0,45,6.0,"Phố Nguyễn Văn Tuyết,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Nguyễn Văn Tuyết, Phường Đống Đa, Hà Nội",Phố Nguyễn Văn Tuyết,"Phố Nguyễn Văn Tuyết, Việt Nam","Phố Nguyễn Văn Tuyết, Thái Hà Ấp, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0114811,105.8184899
28.0,54,2.0,"Đường Đê La Thành,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Đường Đê La Thành, Phường Ô Chợ Dừa, Hà Nội",Đường Đê La Thành,"Đường Đê La Thành, Việt Nam","Đường Đê La Thành, Kim Liên, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0132247,105.8356425
19.9,54,5.0,"Đường Văn Chương,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Đường Văn Chương, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Đường Văn Chương,"Đường Văn Chương, Việt Nam","BIDV, 4-6, Võ Văn Kiệt, Khu phố 9, Phường Sài Gòn, Thủ Đức, Thành phố Hồ Chí Minh, 72806, Việt Nam",10.7694197,106.7044869
110.0,159,10.0,"Phố Đoàn Thị Điểm,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Đoàn Thị Điểm, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Đoàn Thị Điểm,"Phố Đoàn Thị Điểm, Việt Nam","Phố Đoàn Thị Điểm, Thịnh Hào, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0265093,105.8319343
27.0,93,4.0,"Phố Thông Phong,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Thông Phong, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Thông Phong,"Phố Thông Phong, Việt Nam","Trường Trung học phổ thông chuyên Lê Hồng Phong, 235, Nguyễn Văn Cừ, Khu phố 21, Phường Chợ Quán, Thủ Đức, Thành phố Hồ Chí Minh, 72760, Việt Nam",10.7637813,106.6814719
34.0,48,6.0,"Phố Trung Phụng,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Trung Phụng, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Trung Phụng,"Phố Trung Phụng, Việt Nam","Phố Trung Phụng, Mỹ Đức, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0162855,105.8356893
33.0,65,6.0,"Phố Vũ Thạnh,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Vũ Thạnh, Phường Ô Chợ Dừa, Hà Nội",Phố Vũ Thạnh,"Phố Vũ Thạnh, Việt Nam","Phố Vũ Thạnh, Hào Nam, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0267222,105.8260305
28.5,84,4.0,"Đường Văn Chương,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Đường Văn Chương, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Đường Văn Chương,"Đường Văn Chương, Việt Nam","BIDV, 4-6, Võ Văn Kiệt, Khu phố 9, Phường Sài Gòn, Thủ Đức, Thành phố Hồ Chí Minh, 72806, Việt Nam",10.7694197,106.7044869
22.5,42,2.0,"Phố Quốc Tử Giám,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Quốc Tử Giám,"Phố Quốc Tử Giám, Việt Nam","Phố Quốc Tử Giám, Thanh Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0267212,105.8366818
21.3,38,4.0,"Phố Tôn Đức Thắng,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Hà Nội",Phố Tôn Đức Thắng,"Phố Tôn Đức Thắng, Việt Nam","Phố Tôn Đức Thắng, Quan Thổ, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0221676,105.8315756
43.0,84,3.0,"Phố Hồ Giám,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Hồ Giám, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Hồ Giám,"Phố Hồ Giám, Việt Nam","Phố Hồ Giám, Thanh Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0265781,105.8343685
24.0,32,4.0,"Phố Cát Linh,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Cát Linh, Phường Ô Chợ Dừa, Hà Nội",Phố Cát Linh,"Phố Cát Linh, Việt Nam","Phố Cát Linh, Hào Nam, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0293136,105.8289153
37.0,62,10.0,"Đường Hồ Văn Chương,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Đường Hồ Văn Chương, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Đường Hồ Văn Chương,"Đường Hồ Văn Chương, Việt Nam","BIDV, 4-6, Võ Văn Kiệt, Khu phố 9, Phường Sài Gòn, Thủ Đức, Thành phố Hồ Chí Minh, 72806, Việt Nam",10.7694197,106.7044869
36.8,80,6.0,"Phố Nguyễn Phúc Lai,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Hà Nội",Phố Nguyễn Phúc Lai,"Phố Nguyễn Phúc Lai, Việt Nam","Phố Nguyễn Phúc Lai, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0205033,105.8216813
30.0,52,3.0,"Đường Xã Đàn 2,
                                    Phường Đống Đa,
                                    Hà Nội","Đường Xã Đàn 2, Phường Đống Đa, Hà Nội",Đường Xã Đàn 2,"Đường Xã Đàn 2, Việt Nam","Agribank, Đường Trần Hưng Đạo, Tổ dân phố số 1, Phường Quế Võ, Tỉnh Bắc Ninh, Việt Nam",21.1529333,106.1511737
40.0,65,2.0,"Phố Đoàn Thị Điểm,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Đoàn Thị Điểm, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Đoàn Thị Điểm,"Phố Đoàn Thị Điểm, Việt Nam","Phố Đoàn Thị Điểm, Thịnh Hào, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0265093,105.8319343
105.0,163,7.0,"Phố Thái Thịnh,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Thịnh, Phường Đống Đa, Hà Nội",Phố Thái Thịnh,"Phố Thái Thịnh, Việt Nam","Phố Thái Thịnh, Thái Hà Ấp, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0080135,105.8204891
30.5,72,6.0,"Phố Pháo Đài Láng,
                                    Phường Láng,
                                    Hà Nội","Phố Pháo Đài Láng, Phường Láng, Hà Nội",Phố Pháo Đài Láng,"Phố Pháo Đài Láng, Việt Nam","Phố Pháo Đài Láng, Láng Trung, Kẻ Láng, Phường Láng, Thành phố Hà Nội, 11528, Việt Nam",21.0190872,105.8049354
38.0,96,4.0,"Phố Pháo Đài Láng,
                                    Phường Láng,
                                    Hà Nội","Phố Pháo Đài Láng, Phường Láng, Hà Nội",Phố Pháo Đài Láng,"Phố Pháo Đài Láng, Việt Nam","Phố Pháo Đài Láng, Láng Trung, Kẻ Láng, Phường Láng, Thành phố Hà Nội, 11528, Việt Nam",21.0190872,105.8049354
37.2,67,20.0,"Phố Pháo Đài Láng,
                                    Phường Láng,
                                    Hà Nội","Phố Pháo Đài Láng, Phường Láng, Hà Nội",Phố Pháo Đài Láng,"Phố Pháo Đài Láng, Việt Nam","Phố Pháo Đài Láng, Láng Trung, Kẻ Láng, Phường Láng, Thành phố Hà Nội, 11528, Việt Nam",21.0190872,105.8049354
18.3,45,3.0,"Phố Mai Anh Tuấn,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Hà Nội",Phố Mai Anh Tuấn,"Phố Mai Anh Tuấn, Việt Nam","Phố Mai Anh Tuấn, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0188291,105.8188562
36.9,53,4.0,"Đường Nguyễn Như Đổ,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Đường Nguyễn Như Đổ, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Đường Nguyễn Như Đổ,"Đường Nguyễn Như Đổ, Việt Nam",,,
25.8,65,5.0,"Phố Đông Tác,
                                    Phường Kim Liên,
                                    Hà Nội","Phố Đông Tác, Phường Kim Liên, Hà Nội",Phố Đông Tác,"Phố Đông Tác, Việt Nam","Phố Đông Tác, Phường Kim Liên, Thành phố Hà Nội, 11520, Việt Nam",21.0058923,105.8326272
35.0,106,9.0,"Phố Đặng Văn Ngữ,
                                    Phường Kim Liên,
                                    Hà Nội","Phố Đặng Văn Ngữ, Phường Kim Liên, Hà Nội",Phố Đặng Văn Ngữ,"Phố Đặng Văn Ngữ, Việt Nam","Phố Đặng Văn Ngữ, Phường Kim Liên, Thành phố Hà Nội, 11520, Việt Nam",21.0118476,105.8316871
47.0,118,5.0,"Phố Thái Hà,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Hà, Phường Đống Đa, Hà Nội",Phố Thái Hà,"Phố Thái Hà, Việt Nam","Phố Thái Hà, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0130296,105.8198834
33.0,115,17.0,"Đường Thổ Quan,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Đường Thổ Quan, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Đường Thổ Quan,"Đường Thổ Quan, Việt Nam","Go Kart Viet Nam - Ha Noi Track, Khu sinh thái Đầm Trành, Đường Long Biên – Xuân Quan, Ngọc Trì, Cự Linh, Phường Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.0180529,105.9016988
35.0,99,14.0,"Đường Tam Khương,
                                    Phường Kim Liên,
                                    Hà Nội","Đường Tam Khương, Phường Kim Liên, Hà Nội",Đường Tam Khương,"Đường Tam Khương, Việt Nam","Đường Võ Chí Công, Khu Công Nghiệp - Hậu Cần Cảng Tam Hiệp, Xã Núi Thành, Thành phố Đà Nẵng, Việt Nam",15.4529151,108.6282924
15.0,45,4.0,"Phố Lương Định Của,
                                    Phường Kim Liên,
                                    Hà Nội","Phố Lương Định Của, Phường Kim Liên, Hà Nội",Phố Lương Định Của,"Phố Lương Định Của, Việt Nam","Phố Lương Định Của, Khu tập thể Kim Liên, Phường Kim Liên, Thành phố Hà Nội, 11520, Việt Nam",21.0077934,105.8343508
15.7,45,3.0,"Phố Trần Quí Cáp,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Trần Quí Cáp, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Trần Quí Cáp,"Phố Trần Quí Cáp, Việt Nam",,,
19.2,52,6.0,"Phố Đặng Tiến Đông,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Đặng Tiến Đông, Phường Đống Đa, Hà Nội",Phố Đặng Tiến Đông,"Phố Đặng Tiến Đông, Việt Nam","Phố Đặng Tiến Đông, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0170313,105.8188368
18.0,64,9.0,"Đường Y Miếu,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Đường Y Miếu, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Đường Y Miếu,"Đường Y Miếu, Việt Nam",,,
16.2,30,3.0,"Đường Võ Văn Dũng,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Đường Võ Văn Dũng, Phường Ô Chợ Dừa, Hà Nội",Đường Võ Văn Dũng,"Đường Võ Văn Dũng, Việt Nam","Đường Võ Văn Dũng, Quang Trung, Phường Kon Tum, Tỉnh Quảng Ngãi, Việt Nam",14.3639213,107.997249
23.9,48,6.0,"Phố Trung Phụng,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Trung Phụng, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Trung Phụng,"Phố Trung Phụng, Việt Nam","Phố Trung Phụng, Mỹ Đức, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0162855,105.8356893
31.5,86,,"Phố Thái Hà,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Hà, Phường Đống Đa, Hà Nội",Phố Thái Hà,"Phố Thái Hà, Việt Nam","Phố Thái Hà, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0130296,105.8198834
40.0,79,4.0,"Đường Trường Chinh,
                                    Phường Kim Liên,
                                    Hà Nội","Đường Trường Chinh, Phường Kim Liên, Hà Nội",Đường Trường Chinh,"Đường Trường Chinh, Việt Nam","Đường Trường Chinh, Phước Long, Long Thành, Phường Long Thành, Thành phố Đồng Nai, 76009, Việt Nam",10.7791664,106.9579212
23.0,55,5.0,"Đường Thổ Quan,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Đường Thổ Quan, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Đường Thổ Quan,"Đường Thổ Quan, Việt Nam","Go Kart Viet Nam - Ha Noi Track, Khu sinh thái Đầm Trành, Đường Long Biên – Xuân Quan, Ngọc Trì, Cự Linh, Phường Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.0180529,105.9016988
9.5,34,3.0,"Phố Trung Phụng,
                                    Phường Văn Miếu - Quốc Tử Giám,
                                    Hà Nội","Phố Trung Phụng, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",Phố Trung Phụng,"Phố Trung Phụng, Việt Nam","Phố Trung Phụng, Mỹ Đức, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam",21.0162855,105.8356893
29.5,63,8.0,"Phố Thái Thịnh,
                                    Phường Láng,
                                    Hà Nội","Phố Thái Thịnh, Phường Láng, Hà Nội",Phố Thái Thịnh,"Phố Thái Thịnh, Việt Nam","Phố Thái Thịnh, Thái Hà Ấp, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0080135,105.8204891
15.7,50,4.0,"Phố Đặng Tiến Đông,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Đặng Tiến Đông, Phường Đống Đa, Hà Nội",Phố Đặng Tiến Đông,"Phố Đặng Tiến Đông, Việt Nam","Phố Đặng Tiến Đông, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0170313,105.8188368
18.8,45,6.0,"Đường Quan Thổ 3,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Đường Quan Thổ 3, Phường Ô Chợ Dừa, Hà Nội",Đường Quan Thổ 3,"Đường Quan Thổ 3, Việt Nam","Đường Long Biên – Xuân Quan, Ngọc Trì, Cự Linh, Phường Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.0107676,105.9044431
14.2,66,11.0,"Phố Tôn Đức Thắng,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Hà Nội",Phố Tôn Đức Thắng,"Phố Tôn Đức Thắng, Việt Nam","Phố Tôn Đức Thắng, Quan Thổ, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0221676,105.8315756
12.2,50,4.0,"Phố Chùa Bộc,
                                    Phường Kim Liên,
                                    Hà Nội","Phố Chùa Bộc, Phường Kim Liên, Hà Nội",Phố Chùa Bộc,"Phố Chùa Bộc, Việt Nam","Phố Chùa Bộc, Khương Thượng, Phường Kim Liên, Thành phố Hà Nội, 11520, Việt Nam",21.0067843,105.8301879
19.5,55,12.0,"Đường Thịnh Hào,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Đường Thịnh Hào, Phường Ô Chợ Dừa, Hà Nội",Đường Thịnh Hào,"Đường Thịnh Hào, Việt Nam","Đường sắt đô thị 2A Hà Nội (Phân đoạn Cát Linh - Hà Đông), Phố Hào Nam, Hào Nam, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0270733,105.8274037
27.0,70,4.0,"Phố Nguyễn Phúc Lai,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Hà Nội",Phố Nguyễn Phúc Lai,"Phố Nguyễn Phúc Lai, Việt Nam","Phố Nguyễn Phúc Lai, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0205033,105.8216813
19.8,66,3.0,"Đường Trung Liệt,
                                    Phường Đống Đa,
                                    Hà Nội","Đường Trung Liệt, Phường Đống Đa, Hà Nội",Đường Trung Liệt,"Đường Trung Liệt, Việt Nam","Nhà hát Múa rối Việt Nam, 361, Đường Trường Chinh, Khương Trung, Phường Khương Đình, Phường Phương Liệt, Thành phố Hà Nội, 11412, Việt Nam",21.0020229,105.821533
43.0,64,4.0,"Phố Nguyên Hồng,
                                    Phường Láng,
                                    Hà Nội","Phố Nguyên Hồng, Phường Láng, Hà Nội",Phố Nguyên Hồng,"Phố Nguyên Hồng, Việt Nam","Phố Nguyên Hồng, Phường Giảng Võ, Thành phố Hà Nội, 11110, Việt Nam",21.021617,105.8119248
14.9,60,4.0,"Phố Thái Hà,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Hà, Phường Đống Đa, Hà Nội",Phố Thái Hà,"Phố Thái Hà, Việt Nam","Phố Thái Hà, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0130296,105.8198834
12.6,38,3.0,"Phố Tôn Đức Thắng,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Hà Nội",Phố Tôn Đức Thắng,"Phố Tôn Đức Thắng, Việt Nam","Phố Tôn Đức Thắng, Quan Thổ, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0221676,105.8315756
25.5,72,6.0,"Phố Thái Hà,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Hà, Phường Đống Đa, Hà Nội",Phố Thái Hà,"Phố Thái Hà, Việt Nam","Phố Thái Hà, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0130296,105.8198834
23.5,52,4.0,"Phố Nguyễn Phúc Lai,
                                    Phường Ô Chợ Dừa,
                                    Hà Nội","Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Hà Nội",Phố Nguyễn Phúc Lai,"Phố Nguyễn Phúc Lai, Việt Nam","Phố Nguyễn Phúc Lai, Hoàng Cầu, Phường Ô Chợ Dừa, Thành phố Hà Nội, 11511, Việt Nam",21.0205033,105.8216813
35.0,218,4.0,"Đường Láng Hạ,
                                    Phường Láng,
                                    Hà Nội","Đường Láng Hạ, Phường Láng, Hà Nội",Đường Láng Hạ,"Đường Láng Hạ, Việt Nam","Viện Hàn lâm Khoa học và Công nghệ Việt Nam, 18, Đường Hoàng Quốc Việt, Làng Nghè (Trung Nha), Làng Nghĩa Đô, Phường Nghĩa Đô, Thành phố Hà Nội, 10072, Việt Nam",21.0477865,105.8009131
29.5,70,5.0,"Phố Thái Hà,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Thái Hà, Phường Đống Đa, Hà Nội",Phố Thái Hà,"Phố Thái Hà, Việt Nam","Phố Thái Hà, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0130296,105.8198834
29.5,60,5.0,"Phố Trần Quang Diệu,
                                    Phường Đống Đa,
                                    Hà Nội","Phố Trần Quang Diệu, Phường Đống Đa, Hà Nội",Phố Trần Quang Diệu,"Phố Trần Quang Diệu, Việt Nam","Phố Trần Quang Diệu, Nam Đồng, Phường Đống Đa, Thành phố Hà Nội, 11527, Việt Nam",21.0165613,105.825155
