price,area,bedrooms,address,address_clean,street,street_for_geo,location,latitude,longitude
25.0,75,6.0,"Đường Kim Giang,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Kim Giang, Phường Hoàng Liệt, Hà Nội",Đường Kim Giang,"Đường Kim Giang, Việt Nam","Đường Kim Giang, Kim Văn, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9771949,105.8242672
66.0,230,8.0,"Phố Bùi Quốc Khái,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Phố Bùi Quốc Khái, Phường Hoàng Liệt, Hà Nội",Phố Bùi Quốc Khái,"Phố Bùi Quốc Khái, Việt Nam","Phố Bùi Quốc Khái, Khu đô thị Tây Nam Linh Đàm, Hoàng Liệt, Phường Hoàng Liệt, Thành phố Hà Nội, 11719, Việt Nam",20.960076,105.8225111
65.0,260,8.0,"Đường Nguyễn Duy Trinh,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Hà Nội",Đường Nguyễn Duy Trinh,"Đường Nguyễn Duy Trinh, Việt Nam","Đường Nguyễn Duy Trinh, Phường Long Trường, Thủ Đức, Thành phố Hồ Chí Minh, 71210, Việt Nam",10.7908156,106.7860466
60.5,260,8.0,"Đường Nguyễn Hữu Thọ,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Nguyễn Hữu Thọ, Phường Hoàng Liệt, Hà Nội",Đường Nguyễn Hữu Thọ,"Đường Nguyễn Hữu Thọ, Việt Nam","Đường Nguyễn Hữu Thọ, Khuê Trung, Phường Cẩm Lệ, Thành phố Đà Nẵng, 02363, Việt Nam",16.0279456,108.2088213
68.0,370,8.0,"Đường Trần Thủ Độ,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Trần Thủ Độ, Phường Hoàng Liệt, Hà Nội",Đường Trần Thủ Độ,"Đường Trần Thủ Độ, Việt Nam","Đường Trần Thủ Độ, Khuê Trung, Phường Cẩm Lệ, Thành phố Đà Nẵng, 02363, Việt Nam",16.0240457,108.2132795
22.8,75,21.0,"Đường Định Công Thượng,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Định Công Thượng, Phường Hoàng Liệt, Hà Nội",Đường Định Công Thượng,"Đường Định Công Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
3.9,54,2.0,"Đường Nguyễn Xiển,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Nguyễn Xiển, Phường Hoàng Liệt, Hà Nội",Đường Nguyễn Xiển,"Đường Nguyễn Xiển, Việt Nam","Đường Nguyễn Xiển, Kẻ Đơ, Phường Thanh Liệt, Thành phố Hà Nội, 11410, Việt Nam",20.9883052,105.805355
5.4,74,3.0,"Đường Nguyễn Xiển,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Nguyễn Xiển, Phường Hoàng Liệt, Hà Nội",Đường Nguyễn Xiển,"Đường Nguyễn Xiển, Việt Nam","Đường Nguyễn Xiển, Kẻ Đơ, Phường Thanh Liệt, Thành phố Hà Nội, 11410, Việt Nam",20.9883052,105.805355
7.6,34,3.0,"Đường Định Công,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công, Phường Định Công, Hà Nội",Đường Định Công,"Đường Định Công, Việt Nam","Bưu Điện Việt Nam, Đường Nghiêm Xuân Yêm, Khu đô thị Bắc Linh Đàm mở rộng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9697129,105.8268207
9.68,32,3.0,"Đường Định Công,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công, Phường Định Công, Hà Nội",Đường Định Công,"Đường Định Công, Việt Nam","Bưu Điện Việt Nam, Đường Nghiêm Xuân Yêm, Khu đô thị Bắc Linh Đàm mở rộng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9697129,105.8268207
22.8,78,21.0,"Đường Định Công Thượng,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công Thượng, Phường Định Công, Hà Nội",Đường Định Công Thượng,"Đường Định Công Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
16.9,76,4.0,"Đường Định Công Thượng,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công Thượng, Phường Định Công, Hà Nội",Đường Định Công Thượng,"Đường Định Công Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
7.65,34,3.0,"Phố Định Công Hạ,
                                    Phường Định Công,
                                    Hà Nội","Phố Định Công Hạ, Phường Định Công, Hà Nội",Phố Định Công Hạ,"Phố Định Công Hạ, Việt Nam","Phố Định Công Hạ, Định Công Thượng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9836576,105.8252437
4.95,62,2.0,"Đường Định Công,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công, Phường Định Công, Hà Nội",Đường Định Công,"Đường Định Công, Việt Nam","Bưu Điện Việt Nam, Đường Nghiêm Xuân Yêm, Khu đô thị Bắc Linh Đàm mở rộng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9697129,105.8268207
11.6,43,3.0,"Đường Định Công,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công, Phường Định Công, Hà Nội",Đường Định Công,"Đường Định Công, Việt Nam","Bưu Điện Việt Nam, Đường Nghiêm Xuân Yêm, Khu đô thị Bắc Linh Đàm mở rộng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9697129,105.8268207
9.5,39,4.0,"Đường Định Công,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công, Phường Định Công, Hà Nội",Đường Định Công,"Đường Định Công, Việt Nam","Bưu Điện Việt Nam, Đường Nghiêm Xuân Yêm, Khu đô thị Bắc Linh Đàm mở rộng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9697129,105.8268207
18.5,50,8.0,"Đường Định Công,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công, Phường Định Công, Hà Nội",Đường Định Công,"Đường Định Công, Việt Nam","Bưu Điện Việt Nam, Đường Nghiêm Xuân Yêm, Khu đô thị Bắc Linh Đàm mở rộng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9697129,105.8268207
8.3,62,1.0,"Đường Định Công,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công, Phường Định Công, Hà Nội",Đường Định Công,"Đường Định Công, Việt Nam","Bưu Điện Việt Nam, Đường Nghiêm Xuân Yêm, Khu đô thị Bắc Linh Đàm mở rộng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9697129,105.8268207
14.79,79,1.0,"Đường Trịnh Đình Cửu,
                                    Phường Định Công,
                                    Hà Nội","Đường Trịnh Đình Cửu, Phường Định Công, Hà Nội",Đường Trịnh Đình Cửu,"Đường Trịnh Đình Cửu, Việt Nam",,,
14.5,52,4.0,"Đường Định Công Thượng,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công Thượng, Phường Định Công, Hà Nội",Đường Định Công Thượng,"Đường Định Công Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
13.5,55,6.0,"Đường Định Công Thượng,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công Thượng, Phường Định Công, Hà Nội",Đường Định Công Thượng,"Đường Định Công Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
17.9,46,3.0,"Đường Giải Phóng,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Giải Phóng, Phường Hoàng Liệt, Hà Nội",Đường Giải Phóng,"Đường Giải Phóng, Việt Nam","Đường Giải Phóng, Phường Kim Liên, Thành phố Hà Nội, 11520, Việt Nam",21.0029657,105.841228
9.2,38,4.0,"Đường Định Công Thượng,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công Thượng, Phường Định Công, Hà Nội",Đường Định Công Thượng,"Đường Định Công Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
3.1,35,4.0,"Đường Định Công Thượng,
                                    Phường Định Công,
                                    Hà Nội","Đường Định Công Thượng, Phường Định Công, Hà Nội",Đường Định Công Thượng,"Đường Định Công Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
9.6,36,4.0,"Đường Giáp Bát,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Giáp Bát, Phường Tương Mai, Hà Nội",Đường Giáp Bát,"Đường Giáp Bát, Việt Nam","Đường Giáp Bát, Giáp Bát, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9876944,105.8426059
9.6,35,4.0,"Đường Giáp Bát,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Giáp Bát, Phường Hoàng Liệt, Hà Nội",Đường Giáp Bát,"Đường Giáp Bát, Việt Nam","Đường Giáp Bát, Giáp Bát, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9876944,105.8426059
9.8,36,4.0,"Phố Giáp Nhị,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Phố Giáp Nhị, Phường Hoàng Liệt, Hà Nội",Phố Giáp Nhị,"Phố Giáp Nhị, Việt Nam","Phố Giáp Nhị, Giáp Nhị, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.976707,105.8439255
9.8,35,4.0,"Phố Giáp Nhị,
                                    Phường Hoàng Mai,
                                    Hà Nội","Phố Giáp Nhị, Phường Hoàng Mai, Hà Nội",Phố Giáp Nhị,"Phố Giáp Nhị, Việt Nam","Phố Giáp Nhị, Giáp Nhị, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.976707,105.8439255
9.6,35,4.0,"Đường Trương Định,
                                    Phường Hoàng Mai,
                                    Hà Nội","Đường Trương Định, Phường Hoàng Mai, Hà Nội",Đường Trương Định,"Đường Trương Định, Việt Nam","Đường Trương Định, Giáp Nhất, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9788469,105.8431746
9.6,36,4.0,"Đường Hoàng Mai,
                                    Phường Hoàng Mai,
                                    Hà Nội","Đường Hoàng Mai, Phường Hoàng Mai, Hà Nội",Đường Hoàng Mai,"Đường Hoàng Mai, Việt Nam","Đường Hoàng Mai, Thanh Mai, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9860359,105.8616015
9.6,36,4.0,"Đường Hoàng Mai,
                                    Phường Hoàng Mai,
                                    Hà Nội","Đường Hoàng Mai, Phường Hoàng Mai, Hà Nội",Đường Hoàng Mai,"Đường Hoàng Mai, Việt Nam","Đường Hoàng Mai, Thanh Mai, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9860359,105.8616015
26.0,65,8.0,"Phố Định Công Hạ,
                                    Phường Định Công,
                                    Hà Nội","Phố Định Công Hạ, Phường Định Công, Hà Nội",Phố Định Công Hạ,"Phố Định Công Hạ, Việt Nam","Phố Định Công Hạ, Định Công Thượng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9836576,105.8252437
9.8,36,4.0,"Phố Giáp Nhị,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Giáp Nhị, Phường Tương Mai, Hà Nội",Phố Giáp Nhị,"Phố Giáp Nhị, Việt Nam","Phố Giáp Nhị, Giáp Nhị, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.976707,105.8439255
9.8,35,4.0,"Phố Giáp Nhị,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Giáp Nhị, Phường Tương Mai, Hà Nội",Phố Giáp Nhị,"Phố Giáp Nhị, Việt Nam","Phố Giáp Nhị, Giáp Nhị, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.976707,105.8439255
9.8,36,4.0,"Phố Giáp Nhị,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Giáp Nhị, Phường Tương Mai, Hà Nội",Phố Giáp Nhị,"Phố Giáp Nhị, Việt Nam","Phố Giáp Nhị, Giáp Nhị, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.976707,105.8439255
9.8,36,4.0,"Phố Giáp Nhị,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Giáp Nhị, Phường Tương Mai, Hà Nội",Phố Giáp Nhị,"Phố Giáp Nhị, Việt Nam","Phố Giáp Nhị, Giáp Nhị, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.976707,105.8439255
8.7,30,3.0,"Phố Tân Mai,
                                    Phường Hoàng Mai,
                                    Hà Nội","Phố Tân Mai, Phường Hoàng Mai, Hà Nội",Phố Tân Mai,"Phố Tân Mai, Việt Nam","Phố Tân Mai, Giáp Lục, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9801262,105.8506545
56.0,100,3.0,"Đường  Hồ Đền Lừ,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Hồ Đền Lừ, Phường Tương Mai, Hà Nội",Đường Hồ Đền Lừ,"Đường Hồ Đền Lừ, Việt Nam","Đường Hồ Đền Lừ, Khu Đô Thị Đền Lừ II, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9861842,105.8561607
20.0,55,3.0,"Phố Kim Đồng,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Kim Đồng, Phường Tương Mai, Hà Nội",Phố Kim Đồng,"Phố Kim Đồng, Việt Nam","Phố Kim Đồng, Giáp Bát, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9838158,105.84344
17.0,41,3.0,"Phố Kim Đồng,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Kim Đồng, Phường Tương Mai, Hà Nội",Phố Kim Đồng,"Phố Kim Đồng, Việt Nam","Phố Kim Đồng, Giáp Bát, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9838158,105.84344
40.0,60,3.0,"Đường  Hồ Đền Lừ,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Hồ Đền Lừ, Phường Tương Mai, Hà Nội",Đường Hồ Đền Lừ,"Đường Hồ Đền Lừ, Việt Nam","Đường Hồ Đền Lừ, Khu Đô Thị Đền Lừ II, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9861842,105.8561607
29.0,100,4.0,"Đường  Hồ Đền Lừ,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Hồ Đền Lừ, Phường Tương Mai, Hà Nội",Đường Hồ Đền Lừ,"Đường Hồ Đền Lừ, Việt Nam","Đường Hồ Đền Lừ, Khu Đô Thị Đền Lừ II, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9861842,105.8561607
23.0,75,4.0,"Phố Tân Mai,
                                    Phường Hoàng Mai,
                                    Hà Nội","Phố Tân Mai, Phường Hoàng Mai, Hà Nội",Phố Tân Mai,"Phố Tân Mai, Việt Nam","Phố Tân Mai, Giáp Lục, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9801262,105.8506545
24.0,65,4.0,"Đường Hoàng Mai,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Hoàng Mai, Phường Tương Mai, Hà Nội",Đường Hoàng Mai,"Đường Hoàng Mai, Việt Nam","Đường Hoàng Mai, Thanh Mai, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9860359,105.8616015
22.5,60,4.0,"Phố Kim Đồng,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Kim Đồng, Phường Tương Mai, Hà Nội",Phố Kim Đồng,"Phố Kim Đồng, Việt Nam","Phố Kim Đồng, Giáp Bát, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9838158,105.84344
29.0,75,3.0,"Phố Tân Mai,
                                    Phường Hoàng Mai,
                                    Hà Nội","Phố Tân Mai, Phường Hoàng Mai, Hà Nội",Phố Tân Mai,"Phố Tân Mai, Việt Nam","Phố Tân Mai, Giáp Lục, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9801262,105.8506545
39.5,85,4.0,"Đường Đền Lừ,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Đền Lừ, Phường Tương Mai, Hà Nội",Đường Đền Lừ,"Đường Đền Lừ, Việt Nam","Đường Hồ Đền Lừ, Khu Đô Thị Đền Lừ II, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9861842,105.8561607
19.0,65,3.0,"Phố Kim Đồng,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Kim Đồng, Phường Tương Mai, Hà Nội",Phố Kim Đồng,"Phố Kim Đồng, Việt Nam","Phố Kim Đồng, Giáp Bát, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9838158,105.84344
27.0,80,4.0,"Đường Thịnh Liệt,
                                    Phường Hoàng Mai,
                                    Hà Nội","Đường Thịnh Liệt, Phường Hoàng Mai, Hà Nội",Đường Thịnh Liệt,"Đường Thịnh Liệt, Việt Nam","Gần chung cư CC2 - đường KĐT Đồng Tàu, Đường KĐT Đồng Tàu, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9706366,105.8498257
28.0,80,4.0,"Đường Tam Trinh,
                                    Phường Lĩnh Nam,
                                    Hà Nội","Đường Tam Trinh, Phường Lĩnh Nam, Hà Nội",Đường Tam Trinh,"Đường Tam Trinh, Việt Nam","Đường Tam Trinh, Sở Thượng, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9646301,105.8685606
25.0,90,4.0,"Phố Tân Mai,
                                    Phường Hoàng Mai,
                                    Hà Nội","Phố Tân Mai, Phường Hoàng Mai, Hà Nội",Phố Tân Mai,"Phố Tân Mai, Việt Nam","Phố Tân Mai, Giáp Lục, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9801262,105.8506545
31.0,60,3.0,"Đường  Hồ Đền Lừ,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Hồ Đền Lừ, Phường Tương Mai, Hà Nội",Đường Hồ Đền Lừ,"Đường Hồ Đền Lừ, Việt Nam","Đường Hồ Đền Lừ, Khu Đô Thị Đền Lừ II, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9861842,105.8561607
17.9,50,3.0,"Phố Tân Mai,
                                    Phường Hoàng Mai,
                                    Hà Nội","Phố Tân Mai, Phường Hoàng Mai, Hà Nội",Phố Tân Mai,"Phố Tân Mai, Việt Nam","Phố Tân Mai, Giáp Lục, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9801262,105.8506545
24.5,65,4.0,"Đường  Hồ Đền Lừ,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Hồ Đền Lừ, Phường Tương Mai, Hà Nội",Đường Hồ Đền Lừ,"Đường Hồ Đền Lừ, Việt Nam","Đường Hồ Đền Lừ, Khu Đô Thị Đền Lừ II, Kẻ Mơ, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9861842,105.8561607
25.9,75,4.0,"Phố Kim Đồng,
                                    Phường Tương Mai,
                                    Hà Nội","Phố Kim Đồng, Phường Tương Mai, Hà Nội",Phố Kim Đồng,"Phố Kim Đồng, Việt Nam","Phố Kim Đồng, Giáp Bát, Phường Tương Mai, Thành phố Hà Nội, 11715, Việt Nam",20.9838158,105.84344
21.4,50,3.0,"Phố Tân Mai,
                                    Phường Hoàng Mai,
                                    Hà Nội","Phố Tân Mai, Phường Hoàng Mai, Hà Nội",Phố Tân Mai,"Phố Tân Mai, Việt Nam","Phố Tân Mai, Giáp Lục, Kẻ Sét, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9801262,105.8506545
22.0,65,3.0,"Phố Bùi Huy Bích,
                                    Phường Hoàng Mai,
                                    Hà Nội","Phố Bùi Huy Bích, Phường Hoàng Mai, Hà Nội",Phố Bùi Huy Bích,"Phố Bùi Huy Bích, Việt Nam","Phố Bùi Huy Bích, Hoàng Mai, Phường Hoàng Mai, Thành phố Hà Nội, 11720, Việt Nam",20.9695478,105.8492717
28.0,140,6.0,"Đường Giải Phóng,
                                    Phường Tương Mai,
                                    Hà Nội","Đường Giải Phóng, Phường Tương Mai, Hà Nội",Đường Giải Phóng,"Đường Giải Phóng, Việt Nam","Đường Giải Phóng, Phường Kim Liên, Thành phố Hà Nội, 11520, Việt Nam",21.0029657,105.841228
57.5,230,4.0,"Đường Nguyễn Hữu Thọ,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Nguyễn Hữu Thọ, Phường Hoàng Liệt, Hà Nội",Đường Nguyễn Hữu Thọ,"Đường Nguyễn Hữu Thọ, Việt Nam","Đường Nguyễn Hữu Thọ, Khuê Trung, Phường Cẩm Lệ, Thành phố Đà Nẵng, 02363, Việt Nam",16.0279456,108.2088213
62.0,250,3.0,"Đường Nguyễn Hữu Thọ,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Nguyễn Hữu Thọ, Phường Hoàng Liệt, Hà Nội",Đường Nguyễn Hữu Thọ,"Đường Nguyễn Hữu Thọ, Việt Nam","Đường Nguyễn Hữu Thọ, Khuê Trung, Phường Cẩm Lệ, Thành phố Đà Nẵng, 02363, Việt Nam",16.0279456,108.2088213
16.5,60,1.0,"Đường Bằng Liệt,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Bằng Liệt, Phường Hoàng Liệt, Hà Nội",Đường Bằng Liệt,"Đường Bằng Liệt, Việt Nam","Trường Mầm non Hoa Hướng Dương, Phố Bằng Liệt, Khu đô thị Bắc Linh Đàm mở rộng, Hoàng Liệt, Phường Hoàng Liệt, Thành phố Hà Nội, 11719, Việt Nam",20.966795,105.824457
11.0,60,4.0,"Đường Bằng Liệt,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Bằng Liệt, Phường Hoàng Liệt, Hà Nội",Đường Bằng Liệt,"Đường Bằng Liệt, Việt Nam","Trường Mầm non Hoa Hướng Dương, Phố Bằng Liệt, Khu đô thị Bắc Linh Đàm mở rộng, Hoàng Liệt, Phường Hoàng Liệt, Thành phố Hà Nội, 11719, Việt Nam",20.966795,105.824457
40.0,130,4.0,"Đường Nguyễn Xiển,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Nguyễn Xiển, Phường Hoàng Liệt, Hà Nội",Đường Nguyễn Xiển,"Đường Nguyễn Xiển, Việt Nam","Đường Nguyễn Xiển, Kẻ Đơ, Phường Thanh Liệt, Thành phố Hà Nội, 11410, Việt Nam",20.9883052,105.805355
8.0,80,2.0,"Đường Bằng Liệt,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Bằng Liệt, Phường Hoàng Liệt, Hà Nội",Đường Bằng Liệt,"Đường Bằng Liệt, Việt Nam","Trường Mầm non Hoa Hướng Dương, Phố Bằng Liệt, Khu đô thị Bắc Linh Đàm mở rộng, Hoàng Liệt, Phường Hoàng Liệt, Thành phố Hà Nội, 11719, Việt Nam",20.966795,105.824457
15.5,60,5.0,"Đường Bằng Liệt,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Bằng Liệt, Phường Hoàng Liệt, Hà Nội",Đường Bằng Liệt,"Đường Bằng Liệt, Việt Nam","Trường Mầm non Hoa Hướng Dương, Phố Bằng Liệt, Khu đô thị Bắc Linh Đàm mở rộng, Hoàng Liệt, Phường Hoàng Liệt, Thành phố Hà Nội, 11719, Việt Nam",20.966795,105.824457
16.5,60,1.0,"Đường Bằng Liệt,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Bằng Liệt, Phường Hoàng Liệt, Hà Nội",Đường Bằng Liệt,"Đường Bằng Liệt, Việt Nam","Trường Mầm non Hoa Hướng Dương, Phố Bằng Liệt, Khu đô thị Bắc Linh Đàm mở rộng, Hoàng Liệt, Phường Hoàng Liệt, Thành phố Hà Nội, 11719, Việt Nam",20.966795,105.824457
60.0,230,4.0,"Đường Linh Đàm,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Linh Đàm, Phường Hoàng Liệt, Hà Nội",Đường Linh Đàm,"Đường Linh Đàm, Việt Nam","Bưu Điện Việt Nam, Đường Nghiêm Xuân Yêm, Khu đô thị Bắc Linh Đàm mở rộng, Kẻ Lủ, Định Công, Phường Định Công, Thành phố Hà Nội, 11717, Việt Nam",20.9697129,105.8268207
16.8,65,5.0,"Đường Bằng Liệt,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Bằng Liệt, Phường Hoàng Liệt, Hà Nội",Đường Bằng Liệt,"Đường Bằng Liệt, Việt Nam","Trường Mầm non Hoa Hướng Dương, Phố Bằng Liệt, Khu đô thị Bắc Linh Đàm mở rộng, Hoàng Liệt, Phường Hoàng Liệt, Thành phố Hà Nội, 11719, Việt Nam",20.966795,105.824457
16.8,60,4.0,"Đường Bằng Liệt,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Bằng Liệt, Phường Hoàng Liệt, Hà Nội",Đường Bằng Liệt,"Đường Bằng Liệt, Việt Nam","Trường Mầm non Hoa Hướng Dương, Phố Bằng Liệt, Khu đô thị Bắc Linh Đàm mở rộng, Hoàng Liệt, Phường Hoàng Liệt, Thành phố Hà Nội, 11719, Việt Nam",20.966795,105.824457
13.95,50,4.0,"Đường Nguyễn Hữu Thọ,
                                    Phường Hoàng Liệt,
                                    Hà Nội","Đường Nguyễn Hữu Thọ, Phường Hoàng Liệt, Hà Nội",Đường Nguyễn Hữu Thọ,"Đường Nguyễn Hữu Thọ, Việt Nam","Đường Nguyễn Hữu Thọ, Khuê Trung, Phường Cẩm Lệ, Thành phố Đà Nẵng, 02363, Việt Nam",16.0279456,108.2088213
