,price,area,bedrooms,latitude,longitude
1187,27.0,100,38.0,21.034388,105.7838262
1188,18.0,70,16.0,21.1386811,105.9686796
1189,18.9,70,16.0,21.1386811,105.9686796
1190,59.0,152,35.0,21.0173887,105.8025413
1191,120.0,321,5.0,18.5178861,105.427962
1192,250.0,520,86.0,10.7576754,106.7891795
1193,23.0,61,4.0,21.0417679,105.7827528
1194,28.0,100,8.0,21.0372649,105.7760404
1195,24.5,100,3.0,21.0372649,105.7760404
1196,16.5,52,4.0,21.0105529,105.7996738
1197,31.0,56,5.0,21.0420249,105.8025152
1198,15.8,41,4.0,21.0332963,105.7921127
1199,33.6,65,6.0,10.7576754,106.7891795
1200,12.05,60,12.0,21.0172365,105.8291997
1201,15.0,45,5.0,21.0272477,105.8387562
1202,14.9,60,4.0,21.0130296,105.8198834
1203,36.0,55,2.0,21.0212843,105.8256835
1204,6.2,28,3.0,21.0172365,105.8291997
1205,37.0,56,7.0,15.4529151,108.6282924
1206,25.9,110,28.0,21.0141136,105.810892
1207,34.9,150,28.0,9.2329711,105.4099868
1208,14.9,75,15.0,21.0268177,105.8277705
1209,18.5,46,4.0,21.0221676,105.8315756
1210,8.2,32,3.0,21.0221676,105.8315756
1211,5.5,24,3.0,21.0127022,105.8411095
1212,11.2,36,3.0,21.0268177,105.8277705
1213,18.6,51,1.0,21.004213,105.8400919
1214,14.9,40,5.0,21.1827877,105.722916
1215,23.499,33,3.0,21.0165613,105.825155
1216,12.68,39,3.0,21.0020229,105.821533
1217,6.86,30,2.0,20.9717804,105.7907026
1218,8.25,28,3.0,14.3639213,107.997249
1219,13.45,60,4.0,21.0165613,105.825155
1220,14.8,35,4.0,21.0145189,105.8058922
1221,13.5,33,4.0,21.0172365,105.8291997
1222,6.99,35,4.0,10.7791664,106.9579212
1223,6.25,25,3.0,21.0293136,105.8289153
1224,16.0,45,5.0,21.0221676,105.8315756
1225,23.2,52,4.0,21.0205033,105.8216813
1226,12.2,45,3.0,21.0170313,105.8188368
1227,16.5,37,3.0,21.0170313,105.8188368
1228,8.1,50,5.0,21.0221676,105.8315756
1229,27.0,100,2.0,21.0267222,105.8260305
1230,13.9,35,3.0,21.0080135,105.8204891
1231,12.6,39,4.0,21.0117662,105.8302385
1232,15.05,78,18.0,16.8315954,107.0934517
1233,8.58,32,3.0,21.0101124,105.8378951
1234,11.78,35,3.0,21.0067843,105.8301879
1235,6.63,25,3.0,21.0089762,105.824347
1236,12.76,40,4.0,21.9039451,106.319809
1237,6.46,20,2.0,21.0292462,105.8267231
1238,9.46,35,3.0,15.4529151,108.6282924
1239,9.29,35,3.0,21.0265093,105.8319343
1240,9.28,35,4.0,21.0221676,105.8315756
1241,7.78,35,3.0,21.0132324,105.8298403
1242,8.28,30,3.0,21.0170313,105.8188368
1243,9.0,35,3.0,10.7454993,106.6191866
1244,80.0,140,24.0,20.9717804,105.7907026
1245,7.8,40,9.0,21.0191803,105.8356888
1246,6.0,72,2.0,21.0080135,105.8204891
1247,33.5,55,5.0,21.0170313,105.8188368
1248,240.0,410,5.0,21.0130296,105.8198834
1249,14.9,60,4.0,21.0130296,105.8198834
1250,23.5,72,3.0,21.0089762,105.824347
1251,17.9,60,15.0,21.0162855,105.8356893
1252,20.5,50,6.0,10.7791664,106.9579212
1253,10.8,35,3.0,21.9039451,106.319809
1254,36.4,115,10.0,10.7791664,106.9579212
1255,35.0,60,6.0,21.0170313,105.8188368
1256,12.5,42,6.0,21.0130296,105.8198834
1257,5.7,25,3.0,21.0180529,105.9016988
1258,11.2,32,3.0,21.0268177,105.8277705
1259,13.8,35,3.0,21.004213,105.8400919
1260,20.8,69,7.0,21.0221676,105.8315756
1261,20.5,66,8.0,21.0221676,105.8315756
1262,20.6,68,8.0,21.0221676,105.8315756
1263,20.5,75,5.0,21.0268177,105.8277705
1264,21.0,79,6.0,21.0268177,105.8277705
1265,14.8,48,5.0,21.021617,105.8119248
1266,15.0,50,6.0,21.0141136,105.810892
1267,16.4,59,4.0,21.0202025,105.8075809
1268,16.3,60,5.0,21.021617,105.8119248
1269,16.5,60,4.0,21.0202025,105.8075809
1270,21.2,60,2.0,21.0268177,105.8277705
1271,36.0,50,6.0,21.0162855,105.8356893
1272,20.5,50,7.0,10.7791664,106.9579212
1273,20.5,5,6.0,10.7791664,106.9579212
1274,8.3,26,3.0,21.0170313,105.8188368
1275,15.0,45,3.0,21.0221676,105.8315756
1276,14.9,60,4.0,21.0130296,105.8198834
1277,11.5,50,3.0,21.0285816,105.83401
1278,7.5,45,6.0,21.0268177,105.8277705
1279,20.5,50,5.0,10.7791664,106.9579212
1280,8.0,27,4.0,10.7694197,106.7044869
1281,15.0,50,6.0,21.0141136,105.810892
1282,14.8,48,5.0,21.021617,105.8119248
1284,15.0,50,6.0,21.0141136,105.810892
1285,16.4,59,4.0,21.0202025,105.8075809
1286,16.3,60,4.0,21.021617,105.8119248
1287,16.5,60,4.0,21.0202025,105.8075809
1289,6.48,37,3.0,21.0101124,105.8378951
1290,6.47,36,3.0,21.0101124,105.8378951
1291,5.69,20,3.0,21.0191803,105.8356888
1292,54.8,50,5.0,21.0141136,105.810892
1293,36.0,56,4.0,15.4529151,108.6282924
1294,10.35,31,3.0,21.0268177,105.8277705
1295,6.0,28,3.0,21.0101124,105.8378951
1296,20.0,24,4.0,21.0191803,105.8356888
1297,27.0,60,6.0,10.7694197,106.7044869
1298,35.0,50,5.0,21.0221676,105.8315756
1299,140.0,175,12.0,21.0221676,105.8315756
1300,55.0,108,6.0,21.0221676,105.8315756
1301,33.0,45,4.0,21.0221676,105.8315756
1302,56.0,84,6.0,21.0221676,105.8315756
1303,60.0,133,6.0,21.0221676,105.8315756
1304,28.0,73,4.0,21.0268177,105.8277705
1305,32.0,52,8.0,21.0067843,105.8301879
1306,19.0,42,4.0,21.0221676,105.8315756
1307,27.0,92,6.0,21.0221676,105.8315756
1308,18.0,37,4.0,21.0130296,105.8198834
1309,25.0,63,4.0,21.0221676,105.8315756
1310,60.0,128,1.0,21.0221676,105.8315756
1311,24.0,57,2.0,21.0191803,105.8356888
1312,19.0,60,15.0,21.0132247,105.8356425
1313,12.3,41,3.0,21.0221676,105.8315756
1314,9.8,35,3.0,10.7694197,106.7044869
1315,8.69,33,3.0,21.0080135,105.8204891
1316,8.8,35,2.0,10.7454993,106.6191866
1317,6.8,26,4.0,21.0107676,105.9044431
1318,11.8,50,4.0,21.0130296,105.8198834
1319,13.8,32,3.0,21.0130296,105.8198834
1321,10.8,120,3.0,19.8279264,105.7779134
1322,16.5,37,3.0,21.0170313,105.8188368
1324,20.3,70,15.0,21.0100453,105.8105522
1325,64.8,80,4.0,21.1529333,106.1511737
1326,8.5,44,3.0,21.0045638,105.8257682
1327,24.3,60,14.0,21.004213,105.8400919
1328,19.5,68,2.0,21.0207261,105.8257364
1329,42.0,58,4.0,21.0170313,105.8188368
1330,57.0,74,8.0,21.0132247,105.8356425
1331,40.0,65,4.0,21.0170313,105.8188368
1332,21.5,29,3.0,21.0114811,105.8184899
1333,27.5,58,6.0,21.0110418,105.8377791
1334,27.0,86,7.0,21.0110418,105.8377791
1335,30.0,45,6.0,21.0114811,105.8184899
1336,28.0,54,2.0,21.0132247,105.8356425
1337,19.9,54,5.0,10.7694197,106.7044869
1338,110.0,159,10.0,21.0265093,105.8319343
1339,27.0,93,4.0,10.7637813,106.6814719
1340,34.0,48,6.0,21.0162855,105.8356893
1341,33.0,65,6.0,21.0267222,105.8260305
1342,28.5,84,4.0,10.7694197,106.7044869
1343,22.5,42,2.0,21.0267212,105.8366818
1344,21.3,38,4.0,21.0221676,105.8315756
1345,43.0,84,3.0,21.0265781,105.8343685
1346,24.0,32,4.0,21.0293136,105.8289153
1347,37.0,62,10.0,10.7694197,106.7044869
1348,36.8,80,6.0,21.0205033,105.8216813
1349,30.0,52,3.0,21.1529333,106.1511737
1350,40.0,65,2.0,21.0265093,105.8319343
1351,105.0,163,7.0,21.0080135,105.8204891
1352,30.5,72,6.0,21.0190872,105.8049354
1353,38.0,96,4.0,21.0190872,105.8049354
1354,37.2,67,20.0,21.0190872,105.8049354
1355,18.3,45,3.0,21.0188291,105.8188562
1357,25.8,65,5.0,21.0058923,105.8326272
1358,35.0,106,9.0,21.0118476,105.8316871
1359,47.0,118,5.0,21.0130296,105.8198834
1360,33.0,115,17.0,21.0180529,105.9016988
1361,35.0,99,14.0,15.4529151,108.6282924
1362,15.0,45,4.0,21.0077934,105.8343508
1364,19.2,52,6.0,21.0170313,105.8188368
1366,16.2,30,3.0,14.3639213,107.997249
1367,23.9,48,6.0,21.0162855,105.8356893
1368,31.5,86,3.0,21.0130296,105.8198834
1369,40.0,79,4.0,10.7791664,106.9579212
1370,23.0,55,5.0,21.0180529,105.9016988
1371,9.5,34,3.0,21.0162855,105.8356893
1372,29.5,63,8.0,21.0080135,105.8204891
1373,15.7,50,4.0,21.0170313,105.8188368
1374,18.8,45,6.0,21.0107676,105.9044431
1375,14.2,66,11.0,21.0221676,105.8315756
1376,12.2,50,4.0,21.0067843,105.8301879
1377,19.5,55,12.0,21.0270733,105.8274037
1378,27.0,70,4.0,21.0205033,105.8216813
1379,19.8,66,3.0,21.0020229,105.821533
1380,43.0,64,4.0,21.021617,105.8119248
1381,14.9,60,4.0,21.0130296,105.8198834
1382,12.6,38,3.0,21.0221676,105.8315756
1383,25.5,72,6.0,21.0130296,105.8198834
1384,23.5,52,4.0,21.0205033,105.8216813
1385,35.0,218,4.0,21.0477865,105.8009131
1386,29.5,70,5.0,21.0130296,105.8198834
1387,29.5,60,5.0,21.0165613,105.825155
1388,6.28,22,3.0,21.0221676,105.8315756
1389,6.75,30,3.0,21.0132247,105.8356425
1390,11.88,35,4.0,21.0132247,105.8356425
1391,1.37,32,1.0,21.0231515,105.8018711
1392,11.8,35,4.0,21.0162855,105.8356893
1393,13.5,57,4.0,21.0080135,105.8204891
1394,7.95,40,5.0,21.0191803,105.8356888
1395,6.8,18,3.0,21.0089762,105.824347
1396,8.3,38,4.0,10.7694197,106.7044869
1397,7.29,25,3.0,21.0221676,105.8315756
1398,6.7,42,3.0,21.0282193,105.8272156
1399,9.6,36,3.0,17.4703859,106.6084716
1400,12.5,40,3.0,21.0207261,105.8257364
1401,14.5,45,4.0,21.0089762,105.824347
1402,3.85,60,2.0,21.004213,105.8400919
1403,12.22,39,3.0,21.0132247,105.8356425
1404,10.3,46,2.0,21.0089762,105.824347
1405,7.75,27,3.0,17.471554,106.6033601
1406,9.8,54,4.0,19.8279264,105.7779134
1407,16.56,35,3.0,21.0202025,105.8075809
1408,8.85,32,3.0,21.0132247,105.8356425
1409,9.8,54,3.0,21.0202025,105.8075809
1410,3.85,65,2.0,21.0080135,105.8204891
1411,11.8,75,4.0,21.0221676,105.8315756
1412,8.2,46,5.0,21.0132247,105.8356425
1413,3.83,22,3.0,10.7791664,106.9579212
1414,3.95,19,3.0,16.0816054,108.2230231
1415,3.65,65,2.0,21.004213,105.8400919
1416,9.1,33,4.0,10.7694197,106.7044869
1417,19.8,51,4.0,16.0816054,108.2230231
1418,28.5,84,10.0,10.7694197,106.7044869
1419,22.0,70,3.0,10.7694197,106.7044869
1420,28.5,55,5.0,21.0114811,105.8184899
1421,28.0,50,5.0,21.0114811,105.8184899
1422,23.8,52,4.0,21.0207261,105.8257364
1423,180.0,270,30.0,21.0162855,105.8356893
1424,31.5,38,4.0,21.0188963,105.8274121
1425,37.5,50,5.0,21.0162855,105.8356893
1426,37.5,50,5.0,21.0162855,105.8356893
1427,6.25,30,4.0,21.0293136,105.8289153
1428,8.5,40,3.0,21.0180529,105.9016988
1429,14.9,60,4.0,21.0130296,105.8198834
1430,14.9,60,4.0,21.0130296,105.8198834
1431,17.0,60,2.0,21.0191803,105.8356888
1432,18.0,40,4.0,21.0477865,105.8009131
1433,190.0,250,10.0,21.0172365,105.8291997
1434,88.0,135,5.0,21.0089762,105.824347
1435,120.0,180,9.0,21.0114811,105.8184899
1436,118.0,165,8.0,21.0130296,105.8198834
1437,55.0,95,8.0,15.4529151,108.6282924
1438,150.0,240,8.0,21.0045638,105.8257682
1439,55.0,99,9.0,21.0207261,105.8257364
1440,50.0,95,5.0,21.9039451,106.319809
1441,45.0,88,4.0,21.0207261,105.8257364
1442,46.0,95,5.0,21.0188291,105.8188562
1443,155.0,220,16.0,21.004213,105.8400919
1444,118.0,173,11.0,20.9195018,105.873954
1445,50.0,88,5.0,21.0271559,105.8329971
1446,61.0,93,9.0,21.0274465,105.8322692
1447,48.0,85,5.0,21.0130296,105.8198834
1448,58.0,96,7.0,21.0221676,105.8315756
1450,155.0,220,3.0,21.0202025,105.8075809
1451,125.0,179,8.0,21.0477865,105.8009131
1452,120.0,179,10.0,21.0132324,105.8298403
1453,82.0,126,8.0,21.0082874,105.8305195
1454,70.0,121,6.0,21.0188291,105.8188562
1455,65.0,112,5.0,21.0207261,105.8257364
1456,63.0,109,6.0,21.0162855,105.8356893
1457,166.0,250,11.0,21.004213,105.8400919
1458,160.0,246,4.0,21.0274465,105.8322692
1459,175.0,230,10.0,21.0271559,105.8329971
1460,97.0,145,9.0,21.0067843,105.8301879
1461,185.0,255,9.0,21.0118476,105.8316871
1462,57.0,108,5.0,21.0020229,105.821533
1463,155.0,229,4.0,15.9855904,108.2688937
1464,130.0,210,2.0,21.0282193,105.8272156
1465,81.0,152,3.0,21.007093,105.8321762
1466,165.0,252,4.0,21.0162368,105.8080328
1467,95.0,161,8.0,21.0141136,105.810892
1468,125.0,191,9.0,20.9195018,105.873954
1469,175.0,280,7.0,21.0190872,105.8049354
1470,78.0,126,12.0,20.9195018,105.873954
1471,125.0,193,10.0,21.0101124,105.8378951
1472,52.0,98,4.0,21.0205033,105.8216813
1473,50.0,88,8.0,21.0188963,105.8274121
1474,110.0,189,10.0,21.0089762,105.824347
1475,45.0,75,7.0,20.6609677,106.0478667
1476,138.0,235,12.0,20.9195018,105.873954
1477,75.0,112,8.0,21.0271559,105.8329971
1478,68.0,115,6.0,21.0265093,105.8319343
1479,45.0,90,5.0,21.0020229,105.821533
1480,57.0,82,7.0,20.6609677,106.0478667
1481,155.0,200,7.0,21.0282193,105.8272156
1482,48.0,80,3.0,21.0101124,105.8378951
1483,46.0,80,5.0,21.004213,105.8400919
1484,160.0,225,7.0,21.0162855,105.8356893
1485,45.0,75,5.0,21.0221676,105.8315756
1487,44.0,83,6.0,15.4529151,108.6282924
1488,51.0,93,4.0,21.0045638,105.8257682
1489,45.0,97,3.0,21.0058923,105.8326272
1490,95.0,165,2.0,21.0029657,105.841228
1491,83.0,130,9.0,21.0101124,105.8378951
1492,47.0,80,1.0,21.0282193,105.8272156
1493,66.0,116,3.0,21.0114811,105.8184899
1494,90.0,156,2.0,21.0130296,105.8198834
1495,50.0,94,3.0,21.0194793,105.8271676
1496,85.0,135,6.0,16.059039,108.2103924
1497,185.0,305,12.0,20.9994944,105.8286999
1498,185.0,293,12.0,10.7791664,106.9579212
1499,235.0,320,12.0,20.9195018,105.873954
1500,195.0,285,11.0,21.007093,105.8321762
1501,215.0,303,12.0,21.0162368,105.8080328
1502,195.0,280,10.0,21.0141136,105.810892
1503,155.0,220,9.0,20.9195018,105.873954
1504,195.0,305,12.0,21.0190872,105.8049354
1505,158.0,186,9.0,21.0101124,105.8378951
1506,155.0,230,8.0,21.0282193,105.8272156
1507,158.0,216,9.0,21.0282193,105.8272156
1508,115.0,168,9.0,21.0188963,105.8274121
1509,260.0,348,11.0,21.0172365,105.8291997
1510,199.0,380,11.0,21.0292462,105.8267231
1511,91.0,152,9.0,21.0271559,105.8329971
1512,80.0,116,9.0,21.0274465,105.8322692
1513,280.0,460,11.0,21.0067843,105.8301879
1514,440.0,718,11.0,21.0130296,105.8198834
1515,186.0,290,9.0,21.0282193,105.8272156
1516,82.0,123,9.0,21.0020229,105.821533
1517,105.0,168,9.0,21.0267222,105.8260305
1518,305.0,424,11.0,21.0221676,105.8315756
1520,169.0,250,10.0,21.0221676,105.8315756
1521,106.0,155,9.0,21.0077934,105.8343508
1522,340.0,550,11.0,21.0477865,105.8009131
1523,999.0,1688,24.0,21.0130296,105.8198834
1524,90.0,148,9.0,21.0202025,105.8075809
1525,110.0,177,9.0,21.0272615,105.8284696
1526,94.0,126,9.0,21.0188963,105.8274121
1527,440.0,558,11.0,21.0101124,105.8378951
1528,115.0,167,9.0,21.0141136,105.810892
1529,124.0,186,9.0,21.0172365,105.8291997
1530,180.0,262,9.0,21.0267212,105.8366818
1531,116.0,173,9.0,21.0265093,105.8319343
1532,195.0,273,9.0,21.0130296,105.8198834
1533,110.0,156,9.0,21.0080135,105.8204891
1534,16.9,85,21.0,21.0127022,105.8411095
1535,8.18,40,4.0,21.0101124,105.8378951
1536,9.5,60,2.0,21.0221676,105.8315756
1537,32.0,111,28.0,21.0265093,105.8319343
1538,13.0,60,13.0,21.0132247,105.8356425
1539,15.0,55,13.0,21.0045638,105.8257682
1540,8.3,44,3.0,21.0045638,105.8257682
1541,9.5,32,3.0,21.0190872,105.8049354
1542,9.7,34,3.0,21.9039451,106.319809
1543,8.9,32,3.0,21.0080135,105.8204891
1544,9.6,30,3.0,21.0202025,105.8075809
1545,15.5,46,3.0,21.0145189,105.8058922
1546,14.8,36,4.0,21.0145189,105.8058922
1547,15.2,43,6.0,21.0145189,105.8058922
1548,8.95,30,3.0,21.9039451,106.319809
1549,26.9,98,5.0,21.0265093,105.8319343
1550,25.0,70,6.0,21.0130296,105.8198834
1551,27.5,120,4.0,21.004213,105.8400919
1552,14.0,54,12.0,20.9994944,105.8286999
1553,9.88,51,11.0,21.0089762,105.824347
1554,6.1,35,4.0,20.9717804,105.7907026
1556,13.3,40,3.0,21.0303028,105.8323608
1557,6.5,33,2.0,20.9717804,105.7907026
1559,170.0,190,50.0,20.9717804,105.7907026
1560,170.0,190,50.0,10.7688288,106.6948692
1561,170.0,190,50.0,21.0301112,105.8345747
1562,170.0,190,50.0,10.7688288,106.6948692
1563,170.0,190,50.0,21.0265093,105.8319343
1564,170.0,190,50.0,21.0293136,105.8289153
1565,250.0,280,60.0,20.9717804,105.7907026
1566,300.0,420,6.0,10.7688288,106.6948692
1567,13.9,44,4.0,21.007093,105.8321762
1568,8.8,30,3.0,21.0272615,105.8284696
1569,18.8,45,6.0,21.0107676,105.9044431
1570,22.0,41,6.0,15.4529151,108.6282924
1571,14.8,36,3.0,21.0130296,105.8198834
1572,10.8,40,3.0,21.0268177,105.8277705
1573,15.0,74,4.0,21.0132247,105.8356425
1574,9.85,38,3.0,21.0191803,105.8356888
1575,14.0,42,6.0,21.0130296,105.8198834
1576,18.0,58,4.0,21.0212843,105.8256835
1577,82.0,350,4.0,21.0268177,105.8277705
1578,23.6,62,10.0,21.021617,105.8119248
1579,60.0,130,12.0,21.0130296,105.8198834
1581,7.99,40,4.0,20.9809385,105.789608
1582,6.5,31,4.0,19.7600096,105.7776766
1583,18.5,45,4.0,19.7600096,105.7776766
1584,18.0,50,4.0,19.7600096,105.7776766
1585,18.5,50,4.0,16.0590115,108.1722423
1586,1.68,40,3.0,19.7600096,105.7776766
1587,7.3,33,4.0,20.9641529,105.7616362
1588,13.35,50,6.0,20.985938,106.0449405
1589,15.5,53,4.0,16.0648817,108.1958088
1590,7.8,40,5.0,19.8080305,105.77688
1591,4.75,30,3.0,20.985938,106.0449405
1592,11.3,50,4.0,19.7600096,105.7776766
1593,13.0,62,5.0,20.9641678,105.7893472
1594,11.5,31,4.0,19.8080305,105.77688
1595,11.5,35,4.0,19.8080305,105.77688
1596,12.9,44,4.0,21.0485741,105.7486889
1597,10.3,39,3.0,20.9788306,105.7731559
1598,15.0,27,3.0,20.1207716,105.8490068
1599,13.95,43,4.0,20.9827297,105.7854051
1600,13.35,43,6.0,21.0952279,105.7017849
1601,12.3,51,2.0,20.9661423,105.9745252
1602,12.8,50,4.0,19.8080305,105.77688
1603,11.6,33,6.0,20.9788306,105.7731559
1604,12.8,56,3.0,20.9641678,105.7893472
1605,11.95,39,3.0,10.7584265,106.6727204
1606,24.6,60,6.0,10.7711927,106.7051208
1607,9.95,50,2.0,15.5389887,108.4660736
1608,17.95,56,6.0,21.0074352,105.7141276
1609,21.8,65,4.0,20.9641678,105.7893472
1610,15.8,50,2.0,19.8164755,105.7758234
1611,11.8,42,3.0,19.8080305,105.77688
1612,8.8,50,3.0,20.9661423,105.9745252
1613,13.95,50,1.0,20.9788306,105.7731559
1614,17.2,50,5.0,20.9641529,105.7616362
1617,47.5,230,5.0,20.9641529,105.7616362
1618,12.9,58,1.0,20.9706162,105.7630541
1619,42.0,80,5.0,19.7292041,105.7820827
1620,13.2,202,4.0,20.0822324,105.5246664
1621,36.0,220,5.0,20.9574439,105.7665716
1622,9.1,40,3.0,20.9663866,105.7655272
1623,8.8,54,4.0,19.8164755,105.7758234
1625,11.6,35,4.0,20.9788306,105.7731559
1626,16.5,45,4.0,16.070973,108.1569813
1627,39.0,180,4.0,17.4508779,106.6164242
1628,18.8,90,4.0,20.9641529,105.7616362
1629,15.5,45,2.0,20.9030054,106.3114138
1631,26.5,83,5.0,20.9403738,106.797483
1632,22.0,61,5.0,20.9641678,105.7893472
1633,7.0,30,4.0,20.9663866,105.7655272
1634,16.6,60,5.0,19.7600096,105.7776766
1635,28.0,200,5.0,22.4563269,103.9925956
1636,32.0,230,5.0,22.4563269,103.9925956
1637,29.0,170,5.0,20.9403738,106.797483
1638,7.1,93,3.0,16.0637743,108.1599756
1639,15.0,75,6.0,16.0584008,108.2401844
1640,10.0,55,3.0,20.9641529,105.7616362
1641,7.8,35,3.0,19.7600096,105.7776766
1642,9.0,35,3.0,21.0147861,105.8593622
1643,6.5,60,2.0,20.9641529,105.7616362
1644,17.8,50,4.0,20.9641529,105.7616362
1646,4.9,35,2.0,19.8164755,105.7758234
1647,16.65,56,4.0,19.7600096,105.7776766
1648,23.5,90,4.0,20.9641529,105.7616362
1650,8.3,122,2.0,20.0822324,105.5246664
1652,7.8,35,3.0,21.0064671,105.7870381
1653,23.6,70,4.0,19.7600096,105.7776766
1654,9.8,39,4.0,20.9661423,105.9745252
1655,39.9,210,4.0,21.0485741,105.7486889
1656,22.9,50,3.0,19.7292041,105.7820827
1657,6.0,30,3.0,19.7600096,105.7776766
1658,8.2,41,4.0,20.9641529,105.7616362
1659,27.5,170,4.0,19.7292041,105.7820827
1662,22.8,50,5.0,20.9641529,105.7616362
1664,13.3,52,4.0,20.5677554,105.9199391
1665,17.5,50,4.0,20.9641529,105.7616362
1666,16.3,40,4.0,16.070973,108.1569813
1667,7.5,38,3.0,19.8164755,105.7758234
1669,38.8,200,4.0,20.9641529,105.7616362
1670,20.8,90,4.0,20.9641529,105.7616362
1671,13.5,40,2.0,19.7292041,105.7820827
1672,19.8,77,4.0,20.9641529,105.7616362
1673,16.3,40,2.0,16.070973,108.1569813
1674,13.8,60,4.0,20.5677554,105.9199391
1675,13.3,55,4.0,20.5677554,105.9199391
1676,12.8,40,2.0,16.070973,108.1569813
1677,18.8,90,4.0,20.9641529,105.7616362
1678,19.6,66,4.0,20.0822324,105.5246664
1679,5.8,86,2.0,20.9641678,105.7893472
1680,7.3,33,3.0,21.0064671,105.7870381
1683,18.6,50,4.0,19.7600096,105.7776766
1685,13.5,50,2.0,20.9774238,105.76316
1686,20.5,82,4.0,20.9403738,106.797483
1687,15.9,50,1.0,21.0064671,105.7870381
1688,29.5,100,3.0,19.8164755,105.7758234
1689,3.8,38,1.0,22.3396951,103.8486889
1690,17.95,98,6.0,21.0229837,105.8517102
1691,9.0,80,1.0,16.0692301,108.1474069
1692,7.65,110,3.0,15.9266657,107.9650855
1693,18.6,95,3.0,20.983776,105.7898404
1695,17.0,100,6.0,20.9788106,105.79595
1697,13.9,45,2.0,20.9030054,106.3114138
1698,13.2,45,6.0,20.9030054,106.3114138
1699,6.85,40,4.0,19.8080305,105.77688
1700,9.6,40,4.0,20.9788306,105.7731559
1701,63.0,263,2.0,19.7600096,105.7776766
1702,8.0,48,1.0,20.9807893,105.7788131
1703,16.45,50,6.0,20.9559921,105.7940221
1704,12.8,45,6.0,20.9771413,105.7762273
1705,6.5,40,6.0,20.9771413,105.7762273
1706,6.5,40,6.0,21.0064671,105.7870381
1707,8.15,40,4.0,20.9807893,105.7788131
1708,25.6,80,6.0,20.0822324,105.5246664
1709,52.5,177,6.0,22.4563269,103.9925956
1710,5.95,35,6.0,18.6852136,105.6870842
1711,2.75,60,2.0,20.9706162,105.7630541
1712,7.5,50,6.0,21.0952279,105.7017849
1713,16.5,90,8.0,16.0637743,108.1599756
1714,10.0,70,6.0,19.8080305,105.77688
1715,14.8,34,6.0,21.0074352,105.7141276
1716,14.5,70,6.0,20.9788106,105.79595
1717,50.0,140,8.0,20.9641529,105.7616362
1718,11.5,38,4.0,20.9804025,105.7818906
1719,11.0,36,4.0,20.9804025,105.7818906
1720,11.0,36,4.0,20.9804025,105.7818906
1721,13.0,50,4.0,20.9663866,105.7655272
1722,18.0,75,6.0,20.9574439,105.7665716
1723,21.0,85,4.0,20.9641529,105.7616362
1724,15.0,75,3.0,10.7506359,106.6520782
1725,33.0,86,6.0,20.0822324,105.5246664
1726,30.0,87,6.0,20.0822324,105.5246664
1727,16.0,50,6.0,20.9661423,105.9745252
1728,25.5,83,6.0,20.9403738,106.797483
1729,13.0,40,4.0,16.0318705,108.2293528
1730,12.0,40,3.0,21.0477865,105.8009131
1731,70.0,210,6.0,21.0135089,105.7701658
1732,21.0,85,6.0,16.0637743,108.1599756
1733,16.3,51,4.0,19.8164755,105.7758234
1734,10.0,42,6.0,20.9706162,105.7630541
1735,11.0,46,6.0,19.8164755,105.7758234
1736,10.0,45,4.0,20.9661423,105.9745252
1737,11.0,46,6.0,19.7600096,105.7776766
1738,14.0,68,4.0,20.9661423,105.9745252
1739,7.3,54,4.0,20.9641529,105.7616362
1740,7.3,54,4.0,20.9641529,105.7616362
1741,10.0,45,4.0,16.070973,108.1569813
1742,11.0,46,6.0,16.070973,108.1569813
1743,11.5,40,4.0,20.8344354,106.6994966
1744,9.0,45,4.0,10.7506359,106.6520782
1745,12.0,55,4.0,16.070973,108.1569813
1746,11.2,45,6.0,20.9661423,105.9745252
1747,17.0,50,6.0,16.070973,108.1569813
1748,29.0,180,6.0,21.0135089,105.7701658
1750,41.9,200,8.0,21.0135089,105.7701658
1751,14.0,80,6.0,20.9641529,105.7616362
1752,20.0,55,6.0,19.7292041,105.7820827
1753,22.0,60,6.0,19.7292041,105.7820827
1754,21.0,84,6.0,16.0637743,108.1599756
1755,11.9,50,1.0,21.0135089,105.7701658
1756,13.0,50,1.0,20.9586731,105.8052546
1757,30.99,190,6.0,21.0135089,105.7701658
1758,28.9,200,6.0,21.0135089,105.7701658
1759,12.0,60,1.0,20.9559921,105.7940221
1760,20.0,55,6.0,19.7292041,105.7820827
1761,22.0,60,6.0,19.7292041,105.7820827
1762,30.99,190,6.0,21.0135089,105.7701658
1763,28.9,200,6.0,21.0135089,105.7701658
1764,11.9,50,1.0,21.0135089,105.7701658
1765,13.0,50,1.0,20.9586731,105.8052546
1766,21.0,84,6.0,16.0637743,108.1599756
1767,12.0,60,1.0,20.9559921,105.7940221
1769,15.8,50,5.0,20.9586731,105.8052546
1770,10.3,50,1.0,20.9762787,105.7680043
1772,22.0,55,6.0,19.7292041,105.7820827
1774,17.0,83,6.0,19.7292041,105.7820827
1775,22.8,60,6.0,19.7292041,105.7820827
1776,23.0,70,24.0,19.7600096,105.7776766
1777,23.0,80,24.0,19.7600096,105.7776766
1778,15.0,52,6.0,19.7600096,105.7776766
1781,19.6,120,6.0,20.9641529,105.7616362
1783,16.0,83,6.0,20.9762787,105.7680043
1784,12.0,50,6.0,21.0135089,105.7701658
